"virus";"material";"temperature";"humidity";"replicate";"time";"titer"
"MERS-CoV";"Copper";"21-23";"40";"1";"8";"68.129206905796124"
"MERS-CoV";"Copper";"21-23";"40";"2";"8";"31.622776601683803"
"MERS-CoV";"Copper";"21-23";"40";"3";"8";"31.622776601683803"
"MERS-CoV";"Copper";"21-23";"40";"1";"24";"3.1622776601683795"
"MERS-CoV";"Copper";"21-23";"40";"2";"24";"14.677992676220693"
"MERS-CoV";"Copper";"21-23";"40";"3";"24";"6.8129206905796122"
"MERS-CoV";"Aerosols";"21-23";"65";"1";"0";"1778.2794100389244"
"MERS-CoV";"Aerosols";"21-23";"65";"2";"0";"1000"
"MERS-CoV";"Aerosols";"21-23";"65";"3";"0";"1000"
"MERS-CoV";"Aerosols";"21-23";"65";"1";"0.5";"316.22776601683825"
"MERS-CoV";"Aerosols";"21-23";"65";"2";"0.5";"1000"
"MERS-CoV";"Aerosols";"21-23";"65";"3";"0.5";"562.34132519034927"
"MERS-CoV";"Aerosols";"21-23";"65";"1";"1";"562.34132519034927"
"MERS-CoV";"Aerosols";"21-23";"65";"2";"1";"316.22776601683825"
"MERS-CoV";"Aerosols";"21-23";"65";"3";"1";"316.22776601683825"
"MERS-CoV";"Aerosols";"21-23";"65";"1";"2";"100"
"MERS-CoV";"Aerosols";"21-23";"65";"2";"2";"177.82794100389242"
"MERS-CoV";"Aerosols";"21-23";"65";"3";"2";"56.234132519034915"
"MERS-CoV";"Aerosols";"21-23";"65";"1";"3";"56.234132519034915"
"MERS-CoV";"Aerosols";"21-23";"65";"2";"3";"100"
"MERS-CoV";"Aerosols";"21-23";"65";"3";"3";"100"
